name,area,pincode,category_searched,rating,review_count,review_outlier,has_website,has_phone,has_price_info,price_level_clean,num_types,business_status
Vastrachowk,"Pitampura, Delhi",110034,clothing stores,4.9,8060,0,1,1,0,,4,OPERATIONAL
KALKI Pitampura Delhi,"Pitampura, Delhi",110034,clothing stores,4.9,2915,0,1,1,0,,6,OPERATIONAL
Libas,"Pitampura, Delhi",110034,clothing stores,4.9,885,0,1,1,0,,5,OPERATIONAL
House of Araya,"Pitampura, Delhi",110034,clothing stores,4.8,381,0,1,1,0,,4,OPERATIONAL
Koskii,"Pitampura, Delhi",110034,clothing stores,4.9,1022,0,1,1,0,,5,OPERATIONAL
Raakhee Ohrii,"Pitampura, Delhi",110034,clothing stores,4.7,53,0,1,1,0,,7,OPERATIONAL
Creative Stop By Amit Behki,"Pitampura, Delhi",110034,clothing stores,4.4,381,0,0,1,0,,4,OPERATIONAL
Sri Ram & Son Pitampura,"Pitampura, Delhi",110034,clothing stores,5.0,303,0,1,1,0,,4,OPERATIONAL
Mauve Story Pitam Pura,"Pitampura, Delhi",110034,clothing stores,4.1,392,0,1,1,0,,5,OPERATIONAL
RAMNIYA,"Pitampura, Delhi",110034,clothing stores,4.7,109,0,0,1,0,,4,OPERATIONAL
BOYZ STREET,"Pitampura, Delhi",110034,clothing stores,3.9,898,0,0,1,0,,4,OPERATIONAL
SAMAYA,"Pitampura, Delhi",110034,clothing stores,4.8,200,0,1,1,0,,5,OPERATIONAL
"Pantaloons (Unity One Elegante Mall, New Delhi)","Pitampura, Delhi",110034,clothing stores,4.9,398,0,1,1,0,,5,OPERATIONAL
Srikriti,"Pitampura, Delhi",110034,clothing stores,4.6,1262,0,1,1,0,,6,OPERATIONAL
"Soch at Unity One Elegante, New Delhi","Pitampura, Delhi",110034,clothing stores,5.0,161,0,0,1,0,,5,OPERATIONAL
Increase Fashion,"Pitampura, Delhi",110034,clothing stores,4.7,149,0,0,1,0,,4,OPERATIONAL
M.Y.M Pitampura Delhi ( MYM ),"Pitampura, Delhi",110034,clothing stores,4.2,54,0,0,1,0,,5,OPERATIONAL
Manyavar & Mohey,"Pitampura, Delhi",110034,clothing stores,4.9,804,0,1,1,0,,5,OPERATIONAL
Phulkari By Pahnawa,"Pitampura, Delhi",110034,clothing stores,3.9,299,0,0,1,0,,7,OPERATIONAL
S Three Western Villa,"Pitampura, Delhi",110034,clothing stores,4.5,448,0,0,1,0,,7,OPERATIONAL
Kwality Bazaar,"Pitampura, Delhi",110034,grocery stores,4.0,1220,0,0,0,0,,7,OPERATIONAL
Rajmandir Hypermarket Pitampura,"Pitampura, Delhi",110034,grocery stores,4.0,1046,0,1,1,0,,8,OPERATIONAL
Vishal Mega Mart,"Pitampura, Delhi",110034,grocery stores,3.7,2291,0,1,1,0,,4,OPERATIONAL
MP Block Market,"Pitampura, Delhi",110034,grocery stores,3.9,1369,0,0,0,0,,3,OPERATIONAL
Sardaran Di Hatti | SDH | Nuts and More,"Pitampura, Delhi",110034,grocery stores,4.1,357,0,1,1,0,,6,OPERATIONAL
ND Block DDA Market.,"Pitampura, Delhi",110034,grocery stores,3.8,1776,0,0,1,0,,3,OPERATIONAL
CP Block Market,"Pitampura, Delhi",110034,grocery stores,3.8,272,0,0,0,0,,3,OPERATIONAL
Ms Departmental Store,"Pitampura, Delhi",110034,grocery stores,4.9,20,0,0,1,0,,7,OPERATIONAL
Shiva Market,"Pitampura, Delhi",110034,grocery stores,4.0,3056,0,1,0,0,,3,OPERATIONAL
Rohit Kunj Market,"Pitampura, Delhi",110034,grocery stores,3.8,1054,0,0,0,0,,3,OPERATIONAL
"Tibetan Market, Pitampura Village","Pitampura, Delhi",110034,grocery stores,3.9,701,0,1,0,0,,3,OPERATIONAL
Reliance SMART Superstore,"Pitampura, Delhi",110085,grocery stores,4.1,1429,0,1,1,0,,14,OPERATIONAL
GD Market,"Pitampura, Delhi",110034,grocery stores,4.0,48,0,0,0,0,,3,OPERATIONAL
Rajmandir Hypermarket Rani Bagh,"Pitampura, Delhi",110034,grocery stores,3.9,87,0,1,1,0,,7,OPERATIONAL
Bachat Bazaar,"Pitampura, Delhi",110085,grocery stores,4.1,517,0,0,1,0,,7,OPERATIONAL
JP Market,"Pitampura, Delhi",110034,grocery stores,3.9,967,0,0,0,0,,3,OPERATIONAL
CD Market,"Pitampura, Delhi",110034,grocery stores,3.9,658,0,0,1,0,,3,OPERATIONAL
DDA Market,"Pitampura, Delhi",110034,grocery stores,3.9,103,0,1,0,0,,3,OPERATIONAL
Electronics Mart - Pitampura,"Pitampura, Delhi",110034,electronics shops,4.6,307,0,1,1,0,,4,OPERATIONAL
VIJAY SALES - PITAM PURA,"Pitampura, Delhi",110088,electronics shops,4.6,9388,1,1,1,0,,5,OPERATIONAL
Electronic Paradise - Pitampura,"Pitampura, Delhi",110034,electronics shops,4.3,846,0,0,1,0,,4,OPERATIONAL
Vardhman Electronics | Pitampura | New Delhi,"Pitampura, Delhi",110034,electronics shops,3.9,306,0,1,1,0,,6,OPERATIONAL
SAINI ELECTRONICS,"Pitampura, Delhi",110034,electronics shops,4.7,87,0,1,1,0,,5,OPERATIONAL
LG Best Shop (Vardhman Electronics),"Pitampura, Delhi",110034,electronics shops,4.0,163,0,0,1,0,,4,OPERATIONAL
Croma - Pitampura,"Pitampura, Delhi",110034,electronics shops,4.5,2005,0,1,1,0,,5,OPERATIONAL
Reliance Digital,"Pitampura, Delhi",110034,electronics shops,4.8,6347,0,1,1,0,,4,OPERATIONAL
Nayyar Electronic World,"Pitampura, Delhi",110034,electronics shops,3.7,85,0,0,1,0,,4,OPERATIONAL
Kanchan Electronics,"Pitampura, Delhi",110034,electronics shops,4.0,43,0,1,1,0,,4,OPERATIONAL
TIWARI ELECTRONICS,"Pitampura, Delhi",110034,electronics shops,5.0,4,0,0,1,0,,4,OPERATIONAL
Mehar Electricals and Electronics,"Pitampura, Delhi",110034,electronics shops,5.0,3,0,0,1,0,,4,OPERATIONAL
Tarun Kohli Electrical Services,"Pitampura, Delhi",110034,electronics shops,4.8,36,0,0,1,0,,5,OPERATIONAL
Jain Electronics & Electricals,"Pitampura, Delhi",110034,electronics shops,3.8,6,0,0,1,0,,5,OPERATIONAL
VIJAY SALES - ROHINI,"Pitampura, Delhi",110085,electronics shops,4.6,11679,1,1,1,0,,5,OPERATIONAL
SIEMENS Brand Store-Audio Voice India (P) Ltd,"Pitampura, Delhi",110034,electronics shops,4.0,84,0,1,1,0,,4,OPERATIONAL
MBM Electrical,"Pitampura, Delhi",110034,electronics shops,4.4,19,0,0,1,0,,4,OPERATIONAL
"Shree Ganpati Electricals (Wholesale) | Wires, Switches & Fans | Pitampura Delhi","Pitampura, Delhi",110034,electronics shops,4.9,77,0,1,1,0,,4,OPERATIONAL
HP World - Pitampura,"Pitampura, Delhi",110034,electronics shops,4.2,508,0,1,1,0,,4,OPERATIONAL
Kanchan Radios,"Pitampura, Delhi",110034,electronics shops,4.4,53,0,0,1,0,,5,OPERATIONAL
Healing Touch Clinic | Best Internal Medicine Doctor in Pitampura | best infectious disease doctors in delhi,"Pitampura, Delhi",110034,clinics,5.0,24,0,0,1,0,,4,OPERATIONAL
Kaya Clinic,"Pitampura, Delhi",110034,clinics,4.8,1868,0,1,1,0,,5,OPERATIONAL
MANSHA CLINIC (Skin Specialist / Child Specialist / Dermatologist / Paediatrician),"Pitampura, Delhi",110034,clinics,4.9,146,0,1,0,0,,5,OPERATIONAL
Healthy Human Clinics,"Pitampura, Delhi",110034,clinics,4.5,114,0,1,1,0,,4,OPERATIONAL
Bbeauters beauty & wellness clinic,"Pitampura, Delhi",110034,clinics,4.9,430,0,0,0,0,,9,OPERATIONAL
Dr. Tanudeep Kaur- Best Obstetrician & Cosmetic Gynecologist and UroGynecologist Doctor in Pitampura,"Pitampura, Delhi",110034,clinics,5.0,516,0,1,1,0,,5,OPERATIONAL
Nanda Diagnostics,"Pitampura, Delhi",110034,clinics,4.6,3226,0,1,1,0,,4,OPERATIONAL
Dr Surjit Mehta - Skin & Hair Specialist,"Pitampura, Delhi",110034,clinics,4.4,190,0,1,1,0,,9,OPERATIONAL
Clinic Dermatech Pitampura,"Pitampura, Delhi",110034,clinics,4.9,356,0,1,1,0,,13,OPERATIONAL
THE SPECIALIST CLINIC,"Pitampura, Delhi",110034,clinics,4.7,27,0,1,1,0,,6,OPERATIONAL
Breathe & Balance ENT & Allergy Clinic,"Pitampura, Delhi",110034,clinics,5.0,79,0,0,1,0,,4,OPERATIONAL
Hemraj Jain Hospital,"Pitampura, Delhi",110034,clinics,4.8,661,0,0,1,0,,5,OPERATIONAL
Jagmohan Bone and Joint Clinic,"Pitampura, Delhi",110034,clinics,4.9,139,0,0,1,0,,5,OPERATIONAL
Bliss Derma Clinic Pitampura,"Pitampura, Delhi",110034,clinics,4.5,10,0,1,0,0,,4,OPERATIONAL
Vijay Clinic,"Pitampura, Delhi",110034,clinics,4.4,23,0,1,1,0,,4,OPERATIONAL
Twacha Clinic,"Pitampura, Delhi",110034,clinics,4.5,124,0,1,1,0,,11,OPERATIONAL
Dantam - Dental & Aesthetics Clinic [Dr. Shubhra's] | Best Dental Clinic Pitampura,"Pitampura, Delhi",110034,clinics,4.9,117,0,1,1,0,,12,OPERATIONAL
Prabhuved Multispeciality Clinic,"Pitampura, Delhi",110034,clinics,4.7,15,0,0,1,0,,8,OPERATIONAL
Truly Derma Clinic - Pitampura,"Pitampura, Delhi",110034,clinics,4.8,149,0,1,1,0,,11,OPERATIONAL
Sachdeva Diagnostics - Ultrasound | Doppler I NT Scan | LAB | X-RAY | Health Packages | LifeCell,"Pitampura, Delhi",110034,clinics,4.8,829,0,1,1,0,,5,OPERATIONAL
Puri Bakers,"Pitampura, Delhi",110034,bakeries,4.3,2861,0,0,1,1,2.0,6,OPERATIONAL
The Bearded Baker,"Pitampura, Delhi",110034,bakeries,4.6,105,0,0,1,0,,6,OPERATIONAL
Cake Emporium,"Pitampura, Delhi",110034,bakeries,4.8,409,0,0,1,0,,6,OPERATIONAL
Kwality baker's,"Pitampura, Delhi",110034,bakeries,4.7,136,0,0,1,0,,6,OPERATIONAL
My Butter Half Bakery-Café,"Pitampura, Delhi",110034,bakeries,4.6,183,0,0,1,0,,7,OPERATIONAL
"Premsay Bakehouse - Bakery, Fast food & Gift Hampers","Pitampura, Delhi",110034,bakeries,4.0,711,0,1,1,1,2.0,8,OPERATIONAL
The Sugar Plum,"Pitampura, Delhi",110034,bakeries,4.6,100,0,1,1,0,,6,OPERATIONAL
Breads and Moulds,"Pitampura, Delhi",110034,bakeries,4.4,111,0,1,1,0,,6,OPERATIONAL
De Bakery Junction - The cake shoppe DBJ,"Pitampura, Delhi",110034,bakeries,4.7,180,0,1,1,1,2.0,15,OPERATIONAL
"My Choice Bakery : Birthday, Wedding, Bento Cakes, Bakery shop in Pitampura Delhi","Pitampura, Delhi",110034,bakeries,4.2,103,0,0,1,0,,9,OPERATIONAL
Singh Bakery,"Pitampura, Delhi",110034,bakeries,4.2,267,0,1,1,1,2.0,6,OPERATIONAL
New Sharma Bakers & Confectioners,"Pitampura, Delhi",110034,bakeries,4.4,180,0,1,1,1,2.0,8,OPERATIONAL
Bakery Wala The Cake Shop,"Pitampura, Delhi",110085,bakeries,4.2,755,0,0,1,1,2.0,6,OPERATIONAL
Partilicious-The Bakers Hub,"Pitampura, Delhi",110034,bakeries,4.6,54,0,0,1,0,,6,OPERATIONAL
Shortcrust Bakes,"Pitampura, Delhi",110034,bakeries,4.4,74,0,1,1,0,,6,OPERATIONAL
Make My Day,"Pitampura, Delhi",110034,bakeries,4.5,141,0,1,0,1,1.0,8,OPERATIONAL
Bakerz Lodge,"Pitampura, Delhi",110034,bakeries,4.1,82,0,0,1,0,,6,OPERATIONAL
Cookies & Crumbs by Devaagya,"Pitampura, Delhi",110034,bakeries,5.0,111,0,1,1,0,,6,OPERATIONAL
SFB Cookies | Rani Bagh,"Pitampura, Delhi",110034,bakeries,4.4,286,0,1,1,1,2.0,6,OPERATIONAL
Apollo Pharmacy Pitampura SU Block,"Pitampura, Delhi",110034,pharmacies,4.6,65,0,1,1,0,,8,OPERATIONAL
Apollo Pharmacy Pitampura JP Market,"Pitampura, Delhi",110034,pharmacies,4.0,63,0,1,1,0,,8,OPERATIONAL
ZEELAB Pharmacy - Pitampura,"Pitampura, Delhi",110034,pharmacies,4.8,125,0,1,1,0,,5,OPERATIONAL
Apollo Pharmacy Pitampura,"Pitampura, Delhi",110034,pharmacies,4.5,41,0,1,1,0,,8,OPERATIONAL
Apollo Pharmacy - Saraswati Vihar,"Pitampura, Delhi",110034,pharmacies,4.3,42,0,1,1,0,,9,OPERATIONAL
Apollo Pharmacy Hauz Khas,"Pitampura, Delhi",110034,pharmacies,3.7,27,0,1,1,0,,8,OPERATIONAL
Zeelab Pharmacy - Jp Block Pitampura,"Pitampura, Delhi",110034,pharmacies,4.9,200,0,1,1,0,,5,OPERATIONAL
StayHappi Pharmacy,"Pitampura, Delhi",110034,pharmacies,4.0,46,0,0,1,0,,5,OPERATIONAL
JP Pharma,"Pitampura, Delhi",110034,pharmacies,4.7,13,0,0,1,0,,5,OPERATIONAL
LINE PHARMACY,"Pitampura, Delhi",110034,pharmacies,4.7,3,0,0,1,0,,6,OPERATIONAL
City Pharmacy chhikara and sons,"Pitampura, Delhi",110034,pharmacies,5.0,2,0,0,1,0,,5,OPERATIONAL
YASH MEDICOS,"Pitampura, Delhi",110034,pharmacies,4.7,16,0,0,1,0,,5,OPERATIONAL
Chawla Medicos,"Pitampura, Delhi",110034,pharmacies,4.8,22,0,1,1,0,,5,OPERATIONAL
Apollo Pharmacy Rishi Nagar Rani Bagh,"Pitampura, Delhi",110034,pharmacies,3.8,54,0,1,1,0,,9,OPERATIONAL
Nitin Drug & Departmental Store,"Pitampura, Delhi",110034,pharmacies,3.7,22,0,0,1,0,,5,OPERATIONAL
Aggarwal Medicos,"Pitampura, Delhi",110034,pharmacies,4.1,10,0,0,1,0,,5,OPERATIONAL
Good Health For All Chemist,"Pitampura, Delhi",110034,pharmacies,4.4,11,0,0,1,0,,6,OPERATIONAL
Pal Chemists,"Pitampura, Delhi",110034,pharmacies,4.8,9,0,0,1,0,,5,OPERATIONAL
NEW Deepali Medicos,"Pitampura, Delhi",110034,pharmacies,4.0,21,0,0,1,0,,5,OPERATIONAL
Aashish Pharmacy,"Pitampura, Delhi",110034,pharmacies,3.6,5,0,0,1,0,,5,OPERATIONAL
Simran study circle,"Pitampura, Delhi",110034,tutoring centers,4.9,371,0,1,1,0,,5,OPERATIONAL
EXCELLENT TUTORS BUREAU AND EDUCATION CONSULTANT,"Pitampura, Delhi",110034,tutoring centers,5.0,156,0,1,1,0,,3,OPERATIONAL
Singh tutorials (home tuitions),"Pitampura, Delhi",110034,tutoring centers,4.9,62,0,1,1,0,,3,OPERATIONAL
Mathematics 360° - Maths Classes & Education Center in Pitampura,"Pitampura, Delhi",110034,tutoring centers,5.0,107,0,1,1,0,,5,OPERATIONAL
Torrent Tutorials,"Pitampura, Delhi",110034,tutoring centers,5.0,39,0,0,1,0,,2,OPERATIONAL
Tuition Centre -The Lamp,"Pitampura, Delhi",110034,tutoring centers,4.9,73,0,0,1,0,,3,OPERATIONAL
R.S. Coaching (Rachit Sir Classes) Best Coaching Classes,"Pitampura, Delhi",110034,tutoring centers,5.0,70,0,1,1,0,,8,OPERATIONAL
R & R Study Point,"Pitampura, Delhi",110034,tutoring centers,4.7,149,0,1,1,0,,5,OPERATIONAL
Shiksha Tuition Centre,"Pitampura, Delhi",110034,tutoring centers,5.0,11,0,0,1,0,,2,OPERATIONAL
Just Maths (Tuition from VI to XII),"Pitampura, Delhi",110034,tutoring centers,5.0,118,0,1,1,0,,5,OPERATIONAL
EduGyani (Institutes and Home Tutors),"Pitampura, Delhi",110034,tutoring centers,4.9,15,0,1,1,0,,4,OPERATIONAL
BYJU'S Tuition Centre - Pitampura,"Pitampura, Delhi",110034,tutoring centers,4.5,32,0,1,1,0,,2,OPERATIONAL
Youth's Mind Tutorial,"Pitampura, Delhi",110034,tutoring centers,5.0,58,0,0,1,0,,2,OPERATIONAL
SS TUITION CENTER,"Pitampura, Delhi",110034,tutoring centers,5.0,14,0,0,1,0,,3,OPERATIONAL
Cuemath Center - Best Math Tuition Classes,"Pitampura, Delhi",110034,tutoring centers,5.0,20,0,1,1,0,,4,OPERATIONAL
Ujjwwal Madan's Maths Classes (A2S Institute),"Pitampura, Delhi",110034,tutoring centers,4.9,99,0,1,1,0,,2,OPERATIONAL
"MSM Institute, Pitampura","Pitampura, Delhi",110034,tutoring centers,5.0,91,0,0,1,0,,2,OPERATIONAL
Tathastu Education,"Pitampura, Delhi",110034,tutoring centers,4.9,215,0,1,1,0,,5,OPERATIONAL
Top Tutors,"Pitampura, Delhi",110034,tutoring centers,5.0,3,0,1,1,0,,3,OPERATIONAL
HOME TUTORS IN PITAMPURA,"Pitampura, Delhi",110034,tutoring centers,5.0,3,0,0,0,0,,2,OPERATIONAL
RAJESH FURNITURE,"Pitampura, Delhi",110034,furniture stores,4.2,115,0,0,1,0,,10,OPERATIONAL
Pragti Furnitures,"Pitampura, Delhi",110085,furniture stores,2.7,59,0,0,1,0,,8,OPERATIONAL
Surprise Furnishings,"Pitampura, Delhi",110034,furniture stores,3.9,155,0,1,1,0,,4,OPERATIONAL
"Godrej Interio - Modular Kitchen Gallery in Pitampura, New Delhi","Pitampura, Delhi",110034,furniture stores,5.0,19,0,1,1,0,,6,OPERATIONAL
Home Centre - Elegante Mall,"Pitampura, Delhi",110034,furniture stores,4.5,24,0,1,1,0,,8,OPERATIONAL
Bhutani Furniture,"Pitampura, Delhi",110034,furniture stores,3.8,29,0,1,1,0,,7,OPERATIONAL
Sewa Gift Palace Pvt. Ltd.,"Pitampura, Delhi",110034,furniture stores,4.7,1508,0,1,1,0,,10,OPERATIONAL
ULike Furnishings |Curtains| Bedsheets| Towels| BedCovers| Blankets| Carpet| Mattress |Home Decor| Furnitures,"Pitampura, Delhi",110034,furniture stores,4.7,75,0,1,1,0,,6,OPERATIONAL
LIVING HOME FURNISHING,"Pitampura, Delhi",110034,furniture stores,5.0,15,0,1,1,0,,7,OPERATIONAL
Greh Sajjaa - Home Furnishing Store,"Pitampura, Delhi",110034,furniture stores,4.6,124,0,1,1,0,,9,OPERATIONAL
"M.S.EMPORIUM-PITAMPURA-DELHI-GOPALMANDIR ROAD. BEDSHEETS, TOWELS,SPRINGWELL MATTRESS, CURTAINS,HOME-FURNISHINGS","Pitampura, Delhi",110034,furniture stores,4.9,56,0,1,1,0,,8,OPERATIONAL
LHF- Best Exclusive Home Furnishing Store || LIVING HOME FURNISHING- Pitampura,"Pitampura, Delhi",110034,furniture stores,5.0,5,0,1,1,0,,5,OPERATIONAL
Ram Handloom Emporium Pvt. Ltd.,"Pitampura, Delhi",110034,furniture stores,4.1,728,0,1,1,0,,9,OPERATIONAL
Tusk Salon and Spa Furniture,"Pitampura, Delhi",110034,furniture stores,4.5,45,0,0,0,0,,4,OPERATIONAL
"Home Centre - Rohini, Sector 10","Pitampura, Delhi",110085,furniture stores,4.0,89,0,1,1,0,,6,OPERATIONAL
Ram Sofa Repair Center,"Pitampura, Delhi",110034,furniture stores,4.8,154,0,1,1,0,,4,OPERATIONAL
Wow Kitchens,"Pitampura, Delhi",110034,furniture stores,4.8,131,0,1,1,0,,6,OPERATIONAL
LIVING MODULARS,"Pitampura, Delhi",110034,furniture stores,5.0,14,0,1,1,0,,6,OPERATIONAL
SLEEPWELL GALLERY PITAMPURA - Ace Comfort Gallery,"Pitampura, Delhi",110034,furniture stores,4.9,798,0,1,1,0,,6,OPERATIONAL
GUPTA MOBILE TELECOM,"Pitampura, Delhi",110034,mobile shops,5.0,814,0,0,1,0,,6,OPERATIONAL
A J RETAILS MOBILE SHOP,"Pitampura, Delhi",110034,mobile shops,4.7,166,0,1,1,0,,4,OPERATIONAL
Teleworld TechBox,"Pitampura, Delhi",110034,mobile shops,4.7,251,0,0,1,0,,5,OPERATIONAL
Mobiles And You - Doorstep Service,"Pitampura, Delhi",110034,mobile shops,4.9,528,0,0,0,0,,5,OPERATIONAL
Arora Tele Shop,"Pitampura, Delhi",110034,mobile shops,4.4,156,0,0,1,0,,5,OPERATIONAL
Tarun Mobile Shoppe,"Pitampura, Delhi",110034,mobile shops,4.6,20,0,0,1,0,,4,OPERATIONAL
Venus Mobile Zone,"Pitampura, Delhi",110034,mobile shops,5.0,52,0,0,1,0,,4,OPERATIONAL
Navkar Communication,"Pitampura, Delhi",110034,mobile shops,4.8,61,0,0,1,0,,4,OPERATIONAL
KIYANSH MOBILE HUB,"Pitampura, Delhi",110034,mobile shops,4.9,87,0,0,1,0,,4,OPERATIONAL
JJ Communication,"Pitampura, Delhi",110085,mobile shops,4.0,11077,1,0,0,0,,5,OPERATIONAL
Bansal Telecoms,"Pitampura, Delhi",110085,mobile shops,4.0,248,0,0,1,0,,5,OPERATIONAL
Wonder Mobile And Computers,"Pitampura, Delhi",110034,mobile shops,4.8,196,0,1,0,0,,6,OPERATIONAL
Bansal Telecom,"Pitampura, Delhi",110034,mobile shops,4.9,15,0,0,1,0,,3,OPERATIONAL
Tele Point - Authorised Mobile Phone Dealer.,"Pitampura, Delhi",110034,mobile shops,3.8,12,0,0,1,0,,4,OPERATIONAL
Teleworld mobile pvt. ltd.,"Pitampura, Delhi",110034,mobile shops,5.0,8,0,0,0,0,,4,OPERATIONAL
Samsung Experience Store Rani Bagh,"Pitampura, Delhi",110034,mobile shops,4.1,208,0,1,1,0,,6,OPERATIONAL
Delhi Diamonds Jeweller - Best Jewellers in Delhi,"Pitampura, Delhi",110034,jewellery shops,4.9,956,0,1,1,0,,8,OPERATIONAL
BlueStone Jewellery Pitampura,"Pitampura, Delhi",110034,jewellery shops,4.9,1585,0,1,1,0,,8,OPERATIONAL
Malabar Gold and Diamonds - Pitam Pura - Delhi,"Pitampura, Delhi",110034,jewellery shops,4.8,4021,0,1,1,0,,4,OPERATIONAL
Vasundhra Jewellers,"Pitampura, Delhi",110034,jewellery shops,4.8,547,0,1,1,0,,4,OPERATIONAL
"Mahabir Danwar Jewellers - Diamond and Gold Jewellery Shop | Jadau, Polki, Kundan Jewellery Shop | Pitam Pura, Delhi","Pitampura, Delhi",110034,jewellery shops,4.9,679,0,0,1,0,,8,OPERATIONAL
"Mia by Tanishq - Kohat Enclave, Pitampura","Pitampura, Delhi",110034,jewellery shops,5.0,332,0,1,1,0,,5,OPERATIONAL
Raghuram Jeweller - Best Jewellers in Delhi,"Pitampura, Delhi",110034,jewellery shops,4.9,734,0,1,1,0,,9,OPERATIONAL
"CaratLane Jewellery Pitampura, Delhi","Pitampura, Delhi",110034,jewellery shops,4.9,1567,0,1,1,0,,5,OPERATIONAL
Gahna Jewellers | Best Jewellers In Pitampura |,"Pitampura, Delhi",110088,jewellery shops,4.8,88,0,1,1,0,,4,OPERATIONAL
Senco Gold & Diamonds- PitamPura,"Pitampura, Delhi",110034,jewellery shops,4.8,724,0,1,1,0,,6,OPERATIONAL
Kalyan Jewellers - Pitampura,"Pitampura, Delhi",110034,jewellery shops,4.8,473,0,1,1,0,,4,OPERATIONAL
Amyra jewels,"Pitampura, Delhi",110034,jewellery shops,5.0,2666,0,1,0,0,,4,OPERATIONAL
P.P. Jewellers,"Pitampura, Delhi",110034,jewellery shops,4.4,1869,0,1,1,0,,4,OPERATIONAL
"Sirius Jewels | Diamond Jewellery in Kohat Enclave, Pitampura, Delhi","Pitampura, Delhi",110034,jewellery shops,4.9,287,0,1,1,0,,4,OPERATIONAL
Singla jewellers pvt ltd - Pitampura,"Pitampura, Delhi",110034,jewellery shops,4.3,48,0,0,1,0,,4,OPERATIONAL
SUNAAR THE JEWELLER,"Pitampura, Delhi",110034,jewellery shops,4.9,679,0,1,1,0,,4,OPERATIONAL
Tanishq Jewellery - Delhi - Pithampura,"Pitampura, Delhi",110034,jewellery shops,4.6,2291,0,1,1,0,,6,OPERATIONAL
Pyare Lal Jaggannath Saraf,"Pitampura, Delhi",110034,jewellery shops,4.9,197,0,1,1,0,,7,OPERATIONAL
Soni Sapphire,"Pitampura, Delhi",110027,jewellery shops,4.7,338,0,0,1,0,,4,OPERATIONAL
Touch925- Pure Silver Jewellery & Gifting Essentials | Pitampura,"Pitampura, Delhi",110034,jewellery shops,5.0,15,0,1,1,0,,4,OPERATIONAL
HARDWARE GALLERY | Ozone Dealer,"Pitampura, Delhi",110034,hardware stores,4.7,191,0,1,1,0,,6,OPERATIONAL
Vijay Trading Co. | Best Paints and Hardware Shop in Pitampura,"Pitampura, Delhi",110034,hardware stores,5.0,27,0,0,1,0,,10,OPERATIONAL
Sona Hardware,"Pitampura, Delhi",110034,hardware stores,4.4,70,0,1,1,0,,6,OPERATIONAL
S.R Hardware,"Pitampura, Delhi",110034,hardware stores,4.8,48,0,0,1,0,,5,OPERATIONAL
Jain Hardware Store,"Pitampura, Delhi",110034,hardware stores,4.2,55,0,0,0,0,,6,OPERATIONAL
Hardware House,"Pitampura, Delhi",110034,hardware stores,5.0,15,0,0,1,0,,5,OPERATIONAL
Bhola Hardware Store,"Pitampura, Delhi",110034,hardware stores,4.5,13,0,0,1,0,,5,OPERATIONAL
A S Hardware & Modular Kitchen,"Pitampura, Delhi",110034,hardware stores,4.9,12,0,1,1,0,,5,OPERATIONAL
BHARAT TOOLS & HARDWARE STORE,"Pitampura, Delhi",110034,hardware stores,4.2,12,0,0,1,0,,5,OPERATIONAL
Hafele Studio Partner - Hardware World,"Pitampura, Delhi",110034,hardware stores,5.0,77,0,1,1,0,,8,OPERATIONAL
Rama Market,"Pitampura, Delhi",110034,hardware stores,3.9,817,0,1,1,0,,5,OPERATIONAL
Arya Ji Plywood and Hardware,"Pitampura, Delhi",110034,hardware stores,4.3,46,0,0,1,0,,7,OPERATIONAL
Amit Hardware and Tools,"Pitampura, Delhi",110034,hardware stores,4.2,6,0,0,1,0,,5,OPERATIONAL
Master Hardware,"Pitampura, Delhi",110034,hardware stores,4.0,2,0,0,1,0,,5,OPERATIONAL
Hanuman Sanitary & Hardware Store,"Pitampura, Delhi",110034,hardware stores,3.9,18,0,0,1,0,,8,OPERATIONAL
ML hardware,"Pitampura, Delhi",110034,hardware stores,5.0,4,0,1,1,0,,5,OPERATIONAL
MPG Hardware | Kitchen | Wardrobe | Furniture,"Pitampura, Delhi",110034,hardware stores,4.1,127,0,1,1,0,,5,OPERATIONAL
Gulshan Hardware & Sanitaryware(Authorised Dealer /Wholesaler Hettich),"Pitampura, Delhi",110034,hardware stores,4.4,5,0,0,1,0,,5,OPERATIONAL
Goyal Sanitary & H/w Electric Store,"Pitampura, Delhi",110034,hardware stores,5.0,12,0,0,1,0,,8,OPERATIONAL
Kaarobaar - The मॉडर्न-Desi Bistro,"Rajendra Nagar, Delhi",110060,restaurants,4.2,1816,0,1,1,1,2.0,4,OPERATIONAL
Lanterns Kitchen & Bar,"Rajendra Nagar, Delhi",110008,restaurants,4.0,3492,0,1,1,1,2.0,11,OPERATIONAL
Temple Street – South Indian & Multi Cuisine Restaurant,"Rajendra Nagar, Delhi",110060,restaurants,4.5,5525,0,1,1,1,2.0,8,OPERATIONAL
Heaven Of Barbeque,"Rajendra Nagar, Delhi",110060,restaurants,4.9,30,0,0,1,0,,4,OPERATIONAL
Mughal Mahal Restaurant,"Rajendra Nagar, Delhi",110008,restaurants,3.9,1091,0,1,1,1,3.0,6,OPERATIONAL
PABLO’Z,"Rajendra Nagar, Delhi",110060,restaurants,4.8,83,0,0,1,0,,4,OPERATIONAL
Sorra Delhi,"Rajendra Nagar, Delhi",110005,restaurants,4.0,181,0,0,1,0,,4,OPERATIONAL
