name,area,pincode,category_searched,rating,review_count,review_outlier,has_website,has_phone,has_price_info,price_level_clean,num_types,business_status,website_propensity_score
"Aukera Lab Grown Diamond Jewellery – Ambience Mall, Delhi","Vasant Kunj, Delhi",110070.0,jewellery shops,4.9,73.0,0,1,0,0,0.0,4,OPERATIONAL,0.5799586685665213
Diamondtree,"Vasant Kunj, Delhi",110070.0,jewellery shops,4.6,111.0,0,1,1,0,0.0,6,OPERATIONAL,0.6538249946763455
"Ela Rêve - Laboratory Grown Diamonds - Ambience Mall, Vasant Kunj, Delhi","Vasant Kunj, Delhi",110070.0,jewellery shops,4.9,80.0,0,1,0,0,0.0,5,OPERATIONAL,0.631671866766423
Ramaya Jewellers – India’s Trusted Destination for Elegant & Affordable Artificial Jewellery,"Vasant Kunj, Delhi",110070.0,jewellery shops,5.0,22.0,0,1,0,0,0.0,7,OPERATIONAL,0.6370997518710039
Vipul Jewellers,"Vasant Kunj, Delhi",110070.0,jewellery shops,4.6,36.0,0,1,1,0,0.0,4,OPERATIONAL,0.5358849689632015
Vandana Jewellers,"Vasant Kunj, Delhi",110070.0,jewellery shops,5.0,6.0,0,0,1,0,0.0,4,OPERATIONAL,0.41599331972919906
Amama Jewels Store | DLF Promenade Mall Vasant Kunj,"Vasant Kunj, Delhi",110070.0,jewellery shops,4.2,32.0,0,1,1,0,0.0,6,OPERATIONAL,0.5114818984052779
Hazoorilal Jewellers,"Vasant Kunj, Delhi",110070.0,jewellery shops,4.6,45.0,0,1,1,0,0.0,4,OPERATIONAL,0.5432207387830503
CARAT We Buy Gold (Vasant Kunj),"Vasant Kunj, Delhi",110070.0,jewellery shops,5.0,147.0,0,1,1,0,0.0,4,OPERATIONAL,0.6255705735642529
Qala jewellery,"Vasant Kunj, Delhi",110070.0,jewellery shops,5.0,1.0,0,1,1,0,0.0,4,OPERATIONAL,0.4349833137970835
RajKumar jewellers,"Vasant Kunj, Delhi",110037.0,jewellery shops,4.6,146.0,0,0,1,0,0.0,4,OPERATIONAL,0.5631944166700271
Shri Hari Jewellers,"Vasant Kunj, Delhi",110037.0,jewellery shops,4.8,37.0,0,0,1,0,0.0,4,OPERATIONAL,0.538770283550375
Rose,"Vasant Kunj, Delhi",110070.0,jewellery shops,4.8,18.0,0,1,1,0,0.0,5,OPERATIONAL,0.5418568080366213
"Ambience Mall, Vasant Kunj","Vasant Kunj, Delhi",110070.0,jewellery shops,4.5,74949.0,1,1,1,0,0.0,8,OPERATIONAL,0.845273369821139
Jai Maa Paints Hardware And Sanitary Store,"Vasant Kunj, Delhi",110070.0,hardware stores,3.9,102.0,0,1,1,0,0.0,6,OPERATIONAL,0.33459365526205437
Mahaveer Hardware Paints & Sanitary Store,"Vasant Kunj, Delhi",110070.0,hardware stores,4.6,35.0,0,0,1,0,0.0,5,OPERATIONAL,0.276946004935926
Prashant Hardware & Sanitary Store,"Vasant Kunj, Delhi",110070.0,hardware stores,4.9,8.0,0,0,1,0,0.0,5,OPERATIONAL,0.19845144217978097
Key maker hardware Store,"Vasant Kunj, Delhi",110070.0,hardware stores,4.5,8.0,0,0,0,0,0.0,5,OPERATIONAL,0.19521184166542374
SHIVAM Paints Hardware & Sanitary Store,"Vasant Kunj, Delhi",110070.0,hardware stores,4.1,12.0,0,0,1,0,0.0,5,OPERATIONAL,0.15001916182273758
VEER JI KEY MAKER HOME SERVICE HARDWARE SHOP,"Vasant Kunj, Delhi",110070.0,hardware stores,5.0,3.0,0,1,0,0,0.0,5,OPERATIONAL,0.21940743151959732
New Jagdamba Paints & Hardware,"Vasant Kunj, Delhi",110070.0,hardware stores,4.4,12.0,0,0,1,0,0.0,6,OPERATIONAL,0.18882895907077682
ATRI Hardware & Paint Store,"Vasant Kunj, Delhi",110037.0,hardware stores,4.9,57.0,0,0,1,0,0.0,5,OPERATIONAL,0.27572926505705825
Chaudhary Paint & Hardware,"Vasant Kunj, Delhi",110070.0,hardware stores,5.0,1.0,0,0,1,0,0.0,5,OPERATIONAL,0.19728751006797862
Shsmmi Paints & Hardware,"Vasant Kunj, Delhi",110070.0,hardware stores,3.4,8.0,0,0,1,0,0.0,6,OPERATIONAL,0.13938657807127675
"Ambience Mall, Vasant Kunj","Vasant Kunj, Delhi",110070.0,hardware stores,4.5,74949.0,1,1,1,0,0.0,8,OPERATIONAL,0.7851503997392479
Khandelwal Hardware,"Vasant Kunj, Delhi",110037.0,hardware stores,4.1,17.0,0,0,1,0,0.0,5,OPERATIONAL,0.16248248258380424
Aggarwal Paint Hardware,"Vasant Kunj, Delhi",110070.0,hardware stores,5.0,2.0,0,0,1,0,0.0,6,OPERATIONAL,0.19385930994100703
Sohan Lal Gupta & Co,"Vasant Kunj, Delhi",110006.0,hardware stores,4.8,3051.0,0,1,1,0,0.0,5,OPERATIONAL,0.7081163350979823
P.K. Hardware Store,"Vasant Kunj, Delhi",110067.0,hardware stores,4.0,50.0,0,0,1,0,0.0,5,OPERATIONAL,0.17846543206171434
Fancy Hardware,"Vasant Kunj, Delhi",110030.0,hardware stores,4.4,14.0,0,0,1,0,0.0,5,OPERATIONAL,0.18799091325203265
Narang Hardware Store,"Vasant Kunj, Delhi",110064.0,hardware stores,4.1,158.0,0,0,1,0,0.0,5,OPERATIONAL,0.2558231857887557
Kumar Hardware & Sanitary Store,"Vasant Kunj, Delhi",110030.0,hardware stores,4.7,6.0,0,0,1,0,0.0,6,OPERATIONAL,0.19319831084879335
GK HARDWARE STORE,"Vasant Kunj, Delhi",110030.0,hardware stores,3.6,8.0,0,0,1,0,0.0,5,OPERATIONAL,0.12839850285988977
Aggarwal Hardware & Sanitary Store,"Vasant Kunj, Delhi",110037.0,hardware stores,4.3,6.0,0,0,1,0,0.0,5,OPERATIONAL,0.16206932587764128
Sandoz BBQ - Janakpuri,"Janakpuri, Delhi",110058.0,restaurants,4.3,2603.0,0,1,1,0,0.0,5,OPERATIONAL,0.6139834820876123
Talli Station Janakpuri,"Janakpuri, Delhi",110058.0,restaurants,4.0,684.0,0,1,1,1,2.0,11,OPERATIONAL,0.5650170481980297
Over The Top Party Hall,"Janakpuri, Delhi",110058.0,restaurants,3.9,2361.0,0,0,1,0,0.0,5,OPERATIONAL,0.4038127307633538
Sky Rozo Delhi,"Janakpuri, Delhi",110058.0,restaurants,4.1,643.0,0,1,1,0,0.0,8,OPERATIONAL,0.6265823152457097
Kartoon Cafe Janakpuri,"Janakpuri, Delhi",110058.0,restaurants,4.5,420.0,0,1,1,0,0.0,8,OPERATIONAL,0.7046278096333564
Castle's Barbeque - Janakpuri,"Janakpuri, Delhi",110058.0,restaurants,4.4,3180.0,0,0,1,0,0.0,5,OPERATIONAL,0.64202191532276
Berco's - If You Love Chinese,"Janakpuri, Delhi",110058.0,restaurants,4.2,2037.0,0,1,1,1,2.0,7,OPERATIONAL,0.676107618474781
"Cafe Another Day Janakpuri, Delhi","Janakpuri, Delhi",110058.0,restaurants,4.4,3410.0,0,1,1,1,2.0,13,OPERATIONAL,0.7824932970988819
Dasaprakash - Janakpuri,"Janakpuri, Delhi",110058.0,restaurants,4.7,1781.0,0,1,1,0,0.0,10,OPERATIONAL,0.7651980308615568
Eatery Royale,"Janakpuri, Delhi",110058.0,restaurants,4.2,2438.0,0,1,1,1,2.0,8,OPERATIONAL,0.6764590185166006
Kitchen District - Hyatt Centric Janakpuri New Delhi,"Janakpuri, Delhi",110058.0,restaurants,4.4,255.0,0,1,1,0,0.0,6,OPERATIONAL,0.5929228400798972
Sandoz Restaurant - Jail Road,"Janakpuri, Delhi",110058.0,restaurants,4.2,4763.0,0,1,1,1,2.0,11,OPERATIONAL,0.7264674673184477
Bikanervala | Janakpuri Delhi,"Janakpuri, Delhi",110058.0,restaurants,4.4,5749.0,0,1,1,1,2.0,16,OPERATIONAL,0.7945715533244773
Xero Degrees,"Janakpuri, Delhi",110058.0,restaurants,4.7,4004.0,0,1,1,1,2.0,7,OPERATIONAL,0.7854000608957714
Omora A Legacy Of Flavours,"Janakpuri, Delhi",110058.0,restaurants,4.5,81.0,0,1,1,0,0.0,5,OPERATIONAL,0.43656302778451805
Bite Bikaner,"Janakpuri, Delhi",110058.0,restaurants,4.0,1791.0,0,0,1,1,2.0,10,OPERATIONAL,0.518099059372722
BTW,"Janakpuri, Delhi",110058.0,restaurants,4.1,4433.0,0,1,1,1,2.0,11,OPERATIONAL,0.7012789965616828
Barbeque Nation,"Janakpuri, Delhi",110058.0,restaurants,4.3,10035.0,0,1,1,1,3.0,12,OPERATIONAL,0.808772425051615
Bobby's Eats & Bites,"Janakpuri, Delhi",110058.0,restaurants,4.7,361.0,0,0,1,0,0.0,6,OPERATIONAL,0.5968951228428706
Cafe Delhi Heights,"Janakpuri, Delhi",110058.0,restaurants,4.2,1194.0,0,1,1,1,3.0,14,OPERATIONAL,0.7606479823420553
Cafe Indian Roots,"Janakpuri, Delhi",110058.0,cafes,4.9,2603.0,0,1,1,0,0.0,4,OPERATIONAL,0.6461934542809243
Kartoon Cafe Janakpuri,"Janakpuri, Delhi",110058.0,cafes,4.5,420.0,0,1,1,0,0.0,8,OPERATIONAL,0.7030534178054725
Dolci Patisserie And Cafe,"Janakpuri, Delhi",110058.0,cafes,4.2,275.0,0,0,1,0,0.0,9,OPERATIONAL,0.6224404627680931
Deja bru cafe,"Janakpuri, Delhi",110058.0,cafes,4.3,783.0,0,0,1,0,0.0,7,OPERATIONAL,0.6544865835910207
Chiagos Coffee & Co.,"Janakpuri, Delhi",110058.0,cafes,4.6,248.0,0,0,0,0,0.0,4,OPERATIONAL,0.5570776210934045
The Coffee Bean & Tea Leaf,"Janakpuri, Delhi",110058.0,cafes,4.8,903.0,0,1,1,0,0.0,8,OPERATIONAL,0.7509499610707057
"TAN COFFEE | Janakpuri, Delhi","Janakpuri, Delhi",110058.0,cafes,4.8,1523.0,0,1,1,0,0.0,7,OPERATIONAL,0.7487035533169746
Third Wave Coffee,"Janakpuri, Delhi",110058.0,cafes,4.7,411.0,0,1,1,0,0.0,4,OPERATIONAL,0.5683271214612367
"Dark Bean Coffee, Pizza & Desserts | Janakpuri","Janakpuri, Delhi",110058.0,cafes,4.6,180.0,0,1,1,0,0.0,9,OPERATIONAL,0.6359261913971767
"Cafe Another Day Janakpuri, Delhi","Janakpuri, Delhi",110058.0,cafes,4.4,3410.0,0,1,1,1,2.0,13,OPERATIONAL,0.7634015269204562
Coffeegram,"Janakpuri, Delhi",110058.0,cafes,4.5,533.0,0,1,1,0,0.0,9,OPERATIONAL,0.7267433935432589
Roslyn Coffee Janakpuri,"Janakpuri, Delhi",110058.0,cafes,4.4,218.0,0,0,1,0,0.0,4,OPERATIONAL,0.5311089694287635
Two Pots Kitchen,"Janakpuri, Delhi",110058.0,cafes,4.2,663.0,0,1,1,1,2.0,4,OPERATIONAL,0.610704771786512
Honey & Dough,"Janakpuri, Delhi",110058.0,cafes,4.4,600.0,0,1,1,1,2.0,12,OPERATIONAL,0.7565435792714663
La Brewista – Best Café & Coffee Shop | Janakpuri,"Janakpuri, Delhi",110058.0,cafes,5.0,32.0,0,1,1,0,0.0,4,OPERATIONAL,0.39782253779834326
Café Tree,"Janakpuri, Delhi",110058.0,cafes,3.9,228.0,0,0,0,0,0.0,4,OPERATIONAL,0.3435649771361029
KOFEYNOE | Best Coffee House in Delhi,"Janakpuri, Delhi",110058.0,cafes,4.9,87.0,0,1,1,0,0.0,7,OPERATIONAL,0.5609043530788571
OG STATION CAFE,"Janakpuri, Delhi",110058.0,cafes,4.9,100.0,0,1,1,0,0.0,4,OPERATIONAL,0.4271493913883277
Natty's Cafe | Best Coffee & Desserts shop in Janakpuri,"Janakpuri, Delhi",110058.0,cafes,4.9,329.0,0,0,0,0,0.0,7,OPERATIONAL,0.7019510547223317
Coffee at Friends,"Janakpuri, Delhi",110018.0,cafes,4.9,61.0,0,0,1,0,0.0,7,OPERATIONAL,0.5249305277876843
SD Luxury Salon by Sajid | Best Unisex Salon in Janakpuri | Makeup Salon | Hair Artist | Nail Art | Skin Facial,"Janakpuri, Delhi",110058.0,salons,4.9,573.0,0,1,1,0,0.0,14,OPERATIONAL,0.8047365323021949
"Lakme Salon for Him and Her in Janakpuri, Delhi","Janakpuri, Delhi",110058.0,salons,4.8,1017.0,0,1,1,0,0.0,4,OPERATIONAL,0.6749431392732387
"CUT&STYLE Salon - Janakpuri, New Delhi","Janakpuri, Delhi",110058.0,salons,4.8,1554.0,0,1,1,0,0.0,12,OPERATIONAL,0.786707615484356
OUD LUXURY SALON & ACADEMY | Best Salon | Hair Salon | Makeup Artist In Delhi,"Janakpuri, Delhi",110058.0,salons,4.7,2531.0,0,1,1,0,0.0,13,OPERATIONAL,0.8178385700309033
Cut & Style Janakpuri block B,"Janakpuri, Delhi",110058.0,salons,4.8,1619.0,0,0,1,0,0.0,8,OPERATIONAL,0.7508746201347143
Trendz Salon - Best Bridal Makeup | Best Party Makeup | Janakpuri,"Janakpuri, Delhi",110058.0,salons,4.4,710.0,0,1,1,0,0.0,16,OPERATIONAL,0.8039204726499752
Geetanjali Salon,"Janakpuri, Delhi",110058.0,salons,4.6,1486.0,0,1,1,0,0.0,9,OPERATIONAL,0.788149096978371
Looks Salon,"Janakpuri, Delhi",110058.0,salons,4.4,1004.0,0,1,1,0,0.0,6,OPERATIONAL,0.6883651446306364
Hair Masters Salon - Janakpuri,"Janakpuri, Delhi",110058.0,salons,4.8,118.0,0,1,1,0,0.0,4,OPERATIONAL,0.5165421937456761
The Hair Mahal Salon & Academy,"Janakpuri, Delhi",110058.0,salons,4.5,927.0,0,1,1,0,0.0,14,OPERATIONAL,0.8107519386829167
Khoobsurat Makeovers by Rubina Verma | Best Makeup Studio Academy in Janakpuri,"Janakpuri, Delhi",110058.0,salons,4.6,1892.0,0,1,1,0,0.0,15,OPERATIONAL,0.8182620418928025
THE HAIR OFFICE LUXURY SALON,"Janakpuri, Delhi",110058.0,salons,4.5,531.0,0,1,1,0,0.0,9,OPERATIONAL,0.7715956575530418
Hair Empire Unisex Salon -Best salon | Best hair style in janak puri | Janakpuri C4A Block,"Janakpuri, Delhi",110058.0,salons,4.8,203.0,0,1,1,0,0.0,12,OPERATIONAL,0.7298091898781223
HB Makeovers Luxury Unisex Salon,"Janakpuri, Delhi",110058.0,salons,4.9,223.0,0,1,1,0,0.0,3,OPERATIONAL,0.5902706681835279
"PTS Salon, Janakpuri, Delhi","Janakpuri, Delhi",110058.0,salons,4.8,144.0,0,0,1,0,0.0,12,OPERATIONAL,0.6564632986750883
Glamin Salon - Unisex salon in janakpuri | Makeup artist in Janakpuri | Nail art in Janakpuri,"Janakpuri, Delhi",110058.0,salons,4.8,254.0,0,1,1,0,0.0,4,OPERATIONAL,0.6061495298373085
Looks Salon,"Janakpuri, Delhi",110058.0,salons,4.0,712.0,0,1,1,0,0.0,6,OPERATIONAL,0.5756192619203342
IG Salon & Makeover,"Janakpuri, Delhi",110058.0,salons,4.8,364.0,0,1,1,0,0.0,3,OPERATIONAL,0.6171581194276595
"SD Luxury Salon by Sajid- C5D - Janakpuri, New Delhi","Janakpuri, Delhi",110058.0,salons,4.5,139.0,0,1,1,0,0.0,14,OPERATIONAL,0.6890300299291383
Geetanjali Studio,"Janakpuri, Delhi",110058.0,salons,4.2,319.0,0,1,1,0,0.0,5,OPERATIONAL,0.5944624751016128
Component Fitness - The Most Premium Gym of Janakpuri,"Janakpuri, Delhi",110058.0,gyms,4.6,467.0,0,1,1,0,0.0,11,OPERATIONAL,0.7429011043268642
"Gold’s Gym Janakpuri West | Best Gym in Janakpuri West, Delhi","Janakpuri, Delhi",110058.0,gyms,4.2,971.0,0,1,1,0,0.0,9,OPERATIONAL,0.6964613889420068
Anytime Fitness,"Janakpuri, Delhi",110058.0,gyms,4.5,51.0,0,1,1,0,0.0,6,OPERATIONAL,0.4575559934799124
"Cult Gym Janakpuri | Best Gym in Janakpuri, Delhi","Janakpuri, Delhi",110058.0,gyms,4.4,355.0,0,1,1,0,0.0,13,OPERATIONAL,0.7591422069209351
Revamp Fitness Studio - The Best Gym in Janakpuri,"Janakpuri, Delhi",110058.0,gyms,4.4,136.0,0,1,1,0,0.0,9,OPERATIONAL,0.6483320966542226
One Million,"Janakpuri, Delhi",110058.0,gyms,3.6,406.0,0,1,1,0,0.0,11,OPERATIONAL,0.662400927026451
Anytime Fitness,"Janakpuri, Delhi",110058.0,gyms,4.1,429.0,0,1,1,0,0.0,6,OPERATIONAL,0.5838950166706772
Body Doctors Gym & Spa,"Janakpuri, Delhi",110058.0,gyms,4.9,1367.0,0,0,1,0,0.0,5,OPERATIONAL,0.5611424091452073
Anytime Fitness,"Janakpuri, Delhi",110058.0,gyms,4.4,137.0,0,1,1,0,0.0,6,OPERATIONAL,0.5015744833702591
"Her Fitness Janakpuri - Ladies Gym in Janakpuri, Delhi","Janakpuri, Delhi",110058.0,gyms,4.6,220.0,0,1,1,0,0.0,6,OPERATIONAL,0.5775243807686652
Train High Gym - Janakpuri,"Janakpuri, Delhi",110058.0,gyms,4.6,147.0,0,1,1,0,0.0,10,OPERATIONAL,0.6384558849669429
The Gym Health Planet,"Janakpuri, Delhi",110058.0,gyms,4.1,182.0,0,1,1,0,0.0,6,OPERATIONAL,0.48213271021360027
HellCentric Gym,"Janakpuri, Delhi",110058.0,gyms,4.9,51.0,0,1,1,0,0.0,5,OPERATIONAL,0.43710718043575897
PRO ULTIMATE GYMS -JANAKPURI DELHI,"Janakpuri, Delhi",110058.0,gyms,5.0,34.0,0,0,1,0,0.0,6,OPERATIONAL,0.42450850384815686
FITGRIT Tribe Gym,"Janakpuri, Delhi",110058.0,gyms,4.9,159.0,0,1,1,0,0.0,10,OPERATIONAL,0.6071636977899928
Star fitness janakpuri,"Janakpuri, Delhi",110058.0,gyms,4.7,161.0,0,0,1,0,0.0,8,OPERATIONAL,0.6050227739891679
Iron Arena Gym,"Janakpuri, Delhi",110058.0,gyms,5.0,22.0,0,0,0,0,0.0,5,OPERATIONAL,0.34314030332130185
Iron Athlete Gym,"Janakpuri, Delhi",110058.0,gyms,4.3,85.0,0,0,1,0,0.0,5,OPERATIONAL,0.3799139373682464
A fitness studio,"Janakpuri, Delhi",110058.0,gyms,4.8,70.0,0,1,1,0,0.0,5,OPERATIONAL,0.4401757278896973
STAMINAA GYM,"Janakpuri, Delhi",110059.0,gyms,4.9,126.0,0,1,1,0,0.0,5,OPERATIONAL,0.4518097053477569
Fashion Factory,"Janakpuri, Delhi",110058.0,clothing stores,4.5,1538.0,0,1,1,0,0.0,7,OPERATIONAL,0.7681398653319563
"Pantaloons (Janakpuri, Delhi)","Janakpuri, Delhi",110058.0,clothing stores,4.2,1711.0,0,1,1,0,0.0,5,OPERATIONAL,0.6389368544857021
Muskan Mega Mart Private Limited,"Janakpuri, Delhi",110058.0,clothing stores,4.0,376.0,0,0,1,0,0.0,4,OPERATIONAL,0.43066688152821875
plusS Janakpuri,"Janakpuri, Delhi",110058.0,clothing stores,4.7,276.0,0,1,1,0,0.0,4,OPERATIONAL,0.6215301614216349
Aavna Fashion Studio in Janakpuri Wholesale & Retail Shop,"Janakpuri, Delhi",110058.0,clothing stores,5.0,14.0,0,0,1,0,0.0,7,OPERATIONAL,0.49357210000004254
Unity One Mall - Janakpuri,"Janakpuri, Delhi",110058.0,clothing stores,4.3,7503.0,0,1,0,0,0.0,3,OPERATIONAL,0.63103021194115
Notam,"Janakpuri, Delhi",110058.0,clothing stores,4.8,140.0,0,0,1,0,0.0,5,OPERATIONAL,0.49937406071984014
The Bear House - Janakpuri,"Janakpuri, Delhi",110058.0,clothing stores,4.8,93.0,0,1,0,0,0.0,5,OPERATIONAL,0.48475993668980133
urban fashion,"Janakpuri, Delhi",110058.0,clothing stores,4.0,66.0,0,0,1,0,0.0,4,OPERATIONAL,0.31885814183846256
Glorria The Boutique,"Janakpuri, Delhi",110058.0,clothing stores,4.8,137.0,0,0,1,0,0.0,5,OPERATIONAL,0.49937406071984014
"Kiaasa - Janakpuri, New Delhi","Janakpuri, Delhi",110058.0,clothing stores,4.4,42.0,0,1,1,0,0.0,5,OPERATIONAL,0.4145264237717548
Akarshan,"Janakpuri, Delhi",110058.0,clothing stores,3.6,123.0,0,1,1,0,0.0,6,OPERATIONAL,0.4658086291795656
SHREE - She is Special,"Janakpuri, Delhi",110058.0,clothing stores,4.5,29.0,0,1,1,0,0.0,7,OPERATIONAL,0.549498683230541
Goyalsons Shopmax Janakpuri,"Janakpuri, Delhi",110058.0,clothing stores,3.8,760.0,0,1,1,0,0.0,4,OPERATIONAL,0.43665573331990637
Anokhi Fashion,"Janakpuri, Delhi",110058.0,clothing stores,4.3,26.0,0,0,1,0,0.0,6,OPERATIONAL,0.3700792278195829
Deepsri- Dil se Traditional,"Janakpuri, Delhi",110058.0,clothing stores,5.0,51.0,0,1,1,0,0.0,7,OPERATIONAL,0.5937791904737448
Noorani Fashion,"Janakpuri, Delhi",110058.0,clothing stores,4.3,10.0,0,0,1,0,0.0,6,OPERATIONAL,0.33358581269970794
Fashion Station (swim wear shop) Janakpuri,"Janakpuri, Delhi",110058.0,clothing stores,3.1,11.0,0,0,0,0,0.0,4,OPERATIONAL,0.22237407459374134
House Of Alams,"Janakpuri, Delhi",110058.0,clothing stores,4.2,116.0,0,0,0,0,0.0,4,OPERATIONAL,0.4588963430133223
ColorPlus,"Janakpuri, Delhi",110053.0,clothing stores,4.8,214.0,0,1,1,0,0.0,6,OPERATIONAL,0.6222319895471319
Aggarwal Super Mart,"Janakpuri, Delhi",110058.0,grocery stores,4.2,1982.0,0,0,1,0,0.0,8,OPERATIONAL,0.5787375264371376
Manish Agencies,"Janakpuri, Delhi",110058.0,grocery stores,4.3,1420.0,0,0,1,0,0.0,6,OPERATIONAL,0.5586275877284913
C4 E Market,"Janakpuri, Delhi",110058.0,grocery stores,4.3,1775.0,0,1,0,0,0.0,4,OPERATIONAL,0.5651979761438056
Reliance SMART Bazaar,"Janakpuri, Delhi",110058.0,grocery stores,2.9,89.0,0,1,1,0,0.0,14,OPERATIONAL,0.6041886205937845
RAJMANDIR HYPER MARKET JANAK PURI,"Janakpuri, Delhi",110058.0,grocery stores,3.9,1016.0,0,1,1,0,0.0,9,OPERATIONAL,0.6010713767562472
Unity One Mall - Janakpuri,"Janakpuri, Delhi",110058.0,grocery stores,4.3,7503.0,0,1,0,0,0.0,3,OPERATIONAL,0.5249558193865874
Aggarwal Super Market,"Janakpuri, Delhi",110018.0,grocery stores,4.2,3351.0,0,0,1,0,0.0,7,OPERATIONAL,0.5821341342645373
Janakplace Shopping Mall,"Janakpuri, Delhi",110058.0,grocery stores,4.1,8149.0,0,0,1,0,0.0,5,OPERATIONAL,0.5223700781550463
Reliance Mall,"Janakpuri, Delhi",110018.0,grocery stores,4.2,8809.0,0,1,1,0,0.0,11,OPERATIONAL,0.7012927294930384
DDA Market,"Janakpuri, Delhi",110058.0,grocery stores,3.9,979.0,0,0,0,0,0.0,3,OPERATIONAL,0.3055376159890332
Manish Agencies,"Janakpuri, Delhi",110058.0,grocery stores,4.2,737.0,0,0,1,0,0.0,7,OPERATIONAL,0.5465227714210527
Possangipur Market,"Janakpuri, Delhi",110058.0,grocery stores,3.9,1341.0,0,0,0,0,0.0,3,OPERATIONAL,0.3155264456592808
Kadimi Market,"Janakpuri, Delhi",110058.0,grocery stores,3.9,2063.0,0,0,0,0,0.0,3,OPERATIONAL,0.314753987061888
SINGH STORE,"Janakpuri, Delhi",110058.0,grocery stores,4.6,87.0,0,0,1,0,0.0,6,OPERATIONAL,0.42642215179948567
Rajmandir Hypermarket Tilak Nagar,"Janakpuri, Delhi",110018.0,grocery stores,4.1,709.0,0,1,1,0,0.0,7,OPERATIONAL,0.560258374593674
Shiv Nagar Market,"Janakpuri, Delhi",110058.0,grocery stores,3.9,395.0,0,0,1,0,0.0,3,OPERATIONAL,0.30100272718254156
Sunshine Super mart,"Janakpuri, Delhi",110045.0,grocery stores,4.2,681.0,0,0,1,0,0.0,7,OPERATIONAL,0.5520979697881193
VIJAY SALES - JANAKPURI,"Janakpuri, Delhi",110058.0,grocery stores,4.4,14214.0,1,1,1,0,0.0,5,OPERATIONAL,0.6269479583339055
Chhabra 99,"Janakpuri, Delhi",110058.0,grocery stores,4.1,611.0,0,0,1,0,0.0,8,OPERATIONAL,0.5481461599545375
Guru nanak paneer bhandar,"Janakpuri, Delhi",110058.0,grocery stores,4.1,566.0,0,0,1,0,0.0,6,OPERATIONAL,0.47298529451585014
Electronic Paradise - Janakpuri,"Janakpuri, Delhi",110058.0,electronics shops,4.3,711.0,0,1,1,0,0.0,4,OPERATIONAL,0.6663526935901992
Electronics Mart - Janakpuri,"Janakpuri, Delhi",110058.0,electronics shops,4.8,755.0,0,1,1,0,0.0,4,OPERATIONAL,0.7083714959907708
VIJAY SALES - JANAKPURI,"Janakpuri, Delhi",110058.0,electronics shops,4.4,14214.0,1,1,1,0,0.0,5,OPERATIONAL,0.7374634470835616
LG Best Shop (Shri Mangla Electronics),"Janakpuri, Delhi",110058.0,electronics shops,4.8,957.0,0,1,1,0,0.0,4,OPERATIONAL,0.7089139609582371
Kapila Electronics,"Janakpuri, Delhi",110058.0,electronics shops,4.6,182.0,0,0,1,0,0.0,6,OPERATIONAL,0.5056362167189313
Great Eastern Retail Pvt Ltd: Janakpuri 1,"Janakpuri, Delhi",110058.0,electronics shops,4.8,1498.0,0,1,1,0,0.0,4,OPERATIONAL,0.7237724813727133
Vardhman Electronics | Janakpuri | New Delhi,"Janakpuri, Delhi",110018.0,electronics shops,4.4,133.0,0,1,1,0,0.0,6,OPERATIONAL,0.5112455519375335
Reliance Digital,"Janakpuri, Delhi",110058.0,electronics shops,4.6,2821.0,0,1,1,0,0.0,4,OPERATIONAL,0.7378381629016627
Better Deal Computers,"Janakpuri, Delhi",110058.0,electronics shops,4.5,951.0,0,1,1,0,0.0,6,OPERATIONAL,0.7109480117826759
Croma - Unity One Mall (Janakpuri),"Janakpuri, Delhi",110058.0,electronics shops,4.3,5497.0,0,1,1,0,0.0,5,OPERATIONAL,0.705527304822437
Vijay Electronics,"Janakpuri, Delhi",110058.0,electronics shops,5.0,45.0,0,1,1,0,0.0,5,OPERATIONAL,0.43828824468573285
Fairdeal Electronics,"Janakpuri, Delhi",110045.0,electronics shops,4.5,393.0,0,1,1,0,0.0,5,OPERATIONAL,0.6391303655465792
Balaji Digital World,"Janakpuri, Delhi",110045.0,electronics shops,3.8,83.0,0,0,1,0,0.0,4,OPERATIONAL,0.3018645715105572
LG Best Shop (The Electronics Pavillion Jail Road),"Janakpuri, Delhi",110058.0,electronics shops,4.0,79.0,0,1,1,0,0.0,4,OPERATIONAL,0.3140586459463644
Shrichand Computers Pvt ltd,"Janakpuri, Delhi",110058.0,electronics shops,4.0,1162.0,0,0,1,0,0.0,4,OPERATIONAL,0.4470027160183637
Aggarwal Computers,"Janakpuri, Delhi",110058.0,electronics shops,4.8,593.0,0,0,1,0,0.0,6,OPERATIONAL,0.6953809277771017
Singh Enterprises Pvt Ltd,"Janakpuri, Delhi",110058.0,electronics shops,4.9,469.0,0,0,1,0,0.0,5,OPERATIONAL,0.6387653023878188
Electronic warehouse,"Janakpuri, Delhi",110058.0,electronics shops,4.6,19.0,0,0,1,0,0.0,7,OPERATIONAL,0.379114118337851
Reliance Digital,"Janakpuri, Delhi",110018.0,electronics shops,4.7,4279.0,0,1,1,0,0.0,4,OPERATIONAL,0.7423538632164876
Anand Sales Corporation,"Janakpuri, Delhi",110058.0,electronics shops,4.2,71.0,0,1,1,0,0.0,4,OPERATIONAL,0.4099353048425003
Apollo Clinic Janakpuri,"Janakpuri, Delhi",110058.0,clinics,4.8,82.0,0,1,1,0,0.0,9,OPERATIONAL,0.7130333569173172
