name,area,pincode,category_searched,rating,review_count,review_outlier,has_website,has_phone,has_price_info,price_level_clean,num_types,business_status,website_propensity_score
Exzotic Bedding Hub,"Model Town, Delhi",110033.0,furniture stores,5.0,15.0,0,0,1,0,0.0,4,OPERATIONAL,0.34252475213038264
Azka enterprises sofa and chair,"Model Town, Delhi",110033.0,furniture stores,4.6,10.0,0,0,1,0,0.0,4,OPERATIONAL,0.31055848755460197
Taneja Furniture,"Model Town, Delhi",110033.0,furniture stores,4.9,66.0,0,0,1,0,0.0,8,OPERATIONAL,0.5541871245651607
Panchkuian Furniture Market,"Model Town, Delhi",110001.0,furniture stores,4.0,1213.0,0,0,0,0,0.0,10,OPERATIONAL,0.42247399448952144
KALIKA FURNITURE,"Model Town, Delhi",110033.0,furniture stores,4.2,6.0,0,0,0,0,0.0,6,OPERATIONAL,0.2862514138491241
Prakash's,"Model Town, Delhi",110009.0,furniture stores,5.0,1.0,0,0,0,0,0.0,6,OPERATIONAL,0.32631039114122523
minimoon the babyStore Model Town-2 Delhi-09,"Model Town, Delhi",110033.0,furniture stores,4.8,888.0,0,1,1,0,0.0,6,OPERATIONAL,0.6675493548325444
K K Foam Traders,"Model Town, Delhi",110033.0,furniture stores,4.9,816.0,0,0,1,0,0.0,6,OPERATIONAL,0.6561999469819757
Vagmine kitchen & furniture studio,"Model Town, Delhi",110033.0,furniture stores,3.1,29.0,0,1,1,0,0.0,9,OPERATIONAL,0.3830925433810357
N S Telecom,"Model Town, Delhi",110009.0,mobile shops,4.9,1236.0,0,0,1,0,0.0,7,OPERATIONAL,0.6950483223678727
PLANET MOBILE,"Model Town, Delhi",110033.0,mobile shops,5.0,37.0,0,0,1,0,0.0,4,OPERATIONAL,0.3739152152576674
VIPUL TELECOM - Cell Phones in Delhi,"Model Town, Delhi",110054.0,mobile shops,5.0,286.0,0,1,1,0,0.0,7,OPERATIONAL,0.6807616038371366
Hi Fly Infotech - Phonlo Prime Partner,"Model Town, Delhi",110033.0,mobile shops,4.4,476.0,0,1,1,0,0.0,4,OPERATIONAL,0.5591166590457912
Electronics Mart - Model Town,"Model Town, Delhi",110033.0,mobile shops,4.9,330.0,0,1,1,0,0.0,4,OPERATIONAL,0.540691287174352
Jai Sachidanand Mobile Store,"Model Town, Delhi",110059.0,mobile shops,4.5,2290.0,0,0,1,0,0.0,4,OPERATIONAL,0.5705914122346589
Reliance Digital,"Model Town, Delhi",110033.0,mobile shops,4.8,5226.0,0,1,1,0,0.0,4,OPERATIONAL,0.6642097718703136
Grover Mobile Care,"Model Town, Delhi",110033.0,mobile shops,3.5,21.0,0,0,1,0,0.0,4,OPERATIONAL,0.17663430316475925
Smart Buyer,"Model Town, Delhi",110034.0,mobile shops,4.9,431.0,0,0,1,0,0.0,4,OPERATIONAL,0.5244976106246017
Mobile Palace,"Model Town, Delhi",110033.0,mobile shops,3.7,6.0,0,0,0,0,0.0,4,OPERATIONAL,0.16944956889361584
VIJAY SALES - MODEL TOWN III,"Model Town, Delhi",110009.0,mobile shops,4.6,5955.0,0,1,1,0,0.0,5,OPERATIONAL,0.6826239275616022
The Mobile Shoppe And Repair - Best Mobile Shop In Uttam Nagar - Mobile repair shop in Uttam nagar,"Model Town, Delhi",110059.0,mobile shops,4.9,648.0,0,0,1,0,0.0,4,OPERATIONAL,0.6001344184400282
Cell Smart Cafe,"Model Town, Delhi",110085.0,mobile shops,4.9,3307.0,0,1,1,0,0.0,6,OPERATIONAL,0.6817125871021945
Samsung Experience Store Model Town Iii,"Model Town, Delhi",110009.0,mobile shops,5.0,10.0,0,1,1,0,0.0,6,OPERATIONAL,0.34600227675214595
Bansal Telecoms,"Model Town, Delhi",110085.0,mobile shops,4.0,248.0,0,0,1,0,0.0,5,OPERATIONAL,0.32839977256695824
"Authorized Samsung Mobiles Stores - Model Town, New Delhi","Model Town, Delhi",110009.0,mobile shops,1.0,1.0,0,1,1,0,0.0,7,OPERATIONAL,0.2998139417137743
EMIBABA,"Model Town, Delhi",110033.0,mobile shops,4.2,99.0,0,1,1,0,0.0,4,OPERATIONAL,0.3735079660070933
Gambhir Telecom,"Model Town, Delhi",110084.0,mobile shops,4.5,372.0,0,1,1,0,0.0,5,OPERATIONAL,0.5603662989187366
"CashForPhone | Buy, Sell & Repair in Lajpat Nagar","Model Town, Delhi",110024.0,mobile shops,4.7,1485.0,0,1,1,0,0.0,4,OPERATIONAL,0.6310633086597854
Wizard digitek computers pvt ltd,"Model Town, Delhi",110053.0,mobile shops,4.6,3465.0,0,0,1,0,0.0,4,OPERATIONAL,0.6406188229805576
R N Jewellers Private Ltd Model Town,"Model Town, Delhi",110009.0,jewellery shops,4.3,78.0,0,1,1,0,0.0,4,OPERATIONAL,0.5035646845164922
"BlueStone Jewellery Model Town, New Delhi","Model Town, Delhi",110009.0,jewellery shops,4.9,223.0,0,1,1,0,0.0,8,OPERATIONAL,0.8211587625118622
"CaratLane Jewellery Model Town, Delhi","Model Town, Delhi",110033.0,jewellery shops,5.0,1743.0,0,1,1,0,0.0,5,OPERATIONAL,0.7728202048380209
Chharia Jewellers,"Model Town, Delhi",110009.0,jewellery shops,4.6,10.0,0,0,1,0,0.0,4,OPERATIONAL,0.33731282521456274
Arna Jewels,"Model Town, Delhi",110009.0,jewellery shops,5.0,14.0,0,0,1,0,0.0,4,OPERATIONAL,0.4180550234926237
Royal Verma jewellers (MMTC PAMP Authorised Dealers),"Model Town, Delhi",110088.0,jewellery shops,4.9,623.0,0,1,1,0,0.0,7,OPERATIONAL,0.8450587072507095
Cash My Gold Model Town,"Model Town, Delhi",110033.0,jewellery shops,4.7,58.0,0,0,1,0,0.0,4,OPERATIONAL,0.5055985334500803
Kapil Jewellers Pvt Ltd,"Model Town, Delhi",110085.0,jewellery shops,4.9,5109.0,0,0,1,0,0.0,4,OPERATIONAL,0.7171336195207577
Oswal Jewellers,"Model Town, Delhi",110033.0,jewellery shops,5.0,5.0,0,0,1,0,0.0,4,OPERATIONAL,0.3898700507486781
DITYA JEWELS,"Model Town, Delhi",110033.0,jewellery shops,5.0,13.0,0,1,1,0,0.0,4,OPERATIONAL,0.4092689211122052
The Sapphire Box,"Model Town, Delhi",110033.0,jewellery shops,5.0,12.0,0,0,1,0,0.0,4,OPERATIONAL,0.4002793200938166
The Diamond Boss,"Model Town, Delhi",110033.0,jewellery shops,5.0,7.0,0,1,1,0,0.0,4,OPERATIONAL,0.4020147313169012
R.N. Kapoor Jewellers Pvt. Ltd.-(RAJINDER KAPOOR),"Model Town, Delhi",110033.0,jewellery shops,4.3,17.0,0,0,1,0,0.0,4,OPERATIONAL,0.355719748077618
"24Karat we buy gold (Model Town) Where to sell gold, old gold jewellery buyer","Model Town, Delhi",110033.0,jewellery shops,4.9,431.0,0,1,1,0,0.0,7,OPERATIONAL,0.8196535372142562
SEHGAL JEWELS PRIVATE LIMITED,"Model Town, Delhi",110033.0,jewellery shops,4.3,286.0,0,1,0,0,0.0,4,OPERATIONAL,0.6606002064648091
Craft Chef Gallery,"Model Town, Delhi",110033.0,jewellery shops,4.0,5.0,0,1,1,0,0.0,8,OPERATIONAL,0.5378750145157714
Nagi Jewellers,"Model Town, Delhi",110035.0,jewellery shops,3.8,81.0,0,0,1,0,0.0,4,OPERATIONAL,0.2899552712077622
Akshaj Jewels,"Model Town, Delhi",110033.0,jewellery shops,5.0,3.0,0,0,0,0,0.0,4,OPERATIONAL,0.3815571071564873
Mitra Gems,"Model Town, Delhi",110033.0,jewellery shops,4.7,3.0,0,0,0,0,0.0,4,OPERATIONAL,0.3472935455096189
New Rajdhani Sanitary Emporium,"Model Town, Delhi",110033.0,hardware stores,4.2,10.0,0,0,1,0,0.0,6,OPERATIONAL,0.15305388097073885
Parth Hardware & Sanitary Store,"Model Town, Delhi",110033.0,hardware stores,5.0,2.0,0,0,1,0,0.0,5,OPERATIONAL,0.18390820898553983
Mittar Sain & Sons,"Model Town, Delhi",110033.0,hardware stores,4.3,7.0,0,0,1,0,0.0,5,OPERATIONAL,0.16332753742818704
Shalimar Hardware Store,"Model Town, Delhi",110088.0,hardware stores,4.0,124.0,0,0,1,0,0.0,5,OPERATIONAL,0.20912847171204008
Balaji electric & hardware,"Model Town, Delhi",110033.0,hardware stores,4.8,4.0,0,0,1,0,0.0,5,OPERATIONAL,0.19391437177140583
Universal Hardware & Mill Store,"Model Town, Delhi",110033.0,hardware stores,4.7,10.0,0,0,0,0,0.0,5,OPERATIONAL,0.19056011334184395
Republic Sanitary & Hardware Store,"Model Town, Delhi",110033.0,hardware stores,4.2,6.0,0,0,1,0,0.0,9,OPERATIONAL,0.3152029044235808
Vinni Hardware,"Model Town, Delhi",110033.0,hardware stores,3.0,4.0,0,0,1,0,0.0,5,OPERATIONAL,0.10980523026564894
Team Kitchen & Bar,"Shahdara, Delhi",110032.0,restaurants,4.9,1122.0,0,1,1,0,0.0,9,OPERATIONAL,0.7649342906914679
Zaika E Dilli- Best veg restaurant,"Shahdara, Delhi",110032.0,restaurants,4.5,268.0,0,0,1,0,0.0,5,OPERATIONAL,0.5241329994429426
LEAP OF TASTE,"Shahdara, Delhi",110032.0,restaurants,4.8,1603.0,0,0,1,0,0.0,5,OPERATIONAL,0.6215387010146911
London Street Cafe,"Shahdara, Delhi",110032.0,restaurants,4.6,3396.0,0,1,1,1,2.0,12,OPERATIONAL,0.8130012810430859
Dilli 32,"Shahdara, Delhi",110032.0,restaurants,4.7,1166.0,0,1,1,0,0.0,7,OPERATIONAL,0.7583551966663624
Mr. Jain Restaurant & Cafe,"Shahdara, Delhi",110032.0,restaurants,4.3,271.0,0,0,1,0,0.0,4,OPERATIONAL,0.5064065139714431
Eleven To Eleven,"Shahdara, Delhi",110032.0,restaurants,4.0,2466.0,0,1,1,1,2.0,14,OPERATIONAL,0.6765299888983377
The Shahi Foods - Sardarji Chaap Wale,"Shahdara, Delhi",110032.0,restaurants,4.2,1065.0,0,0,1,1,2.0,8,OPERATIONAL,0.6374092902850321
Dilli Darbar Food Pvt Ltd,"Shahdara, Delhi",110032.0,restaurants,3.8,5198.0,0,1,1,1,2.0,12,OPERATIONAL,0.6968870017634271
Bikanervala | Jyoti Nagar Shahdara,"Shahdara, Delhi",110094.0,restaurants,4.5,1456.0,0,1,1,1,2.0,16,OPERATIONAL,0.7941382668694306
Maini's Green Leaf,"Shahdara, Delhi",110032.0,restaurants,4.0,1172.0,0,1,1,0,0.0,8,OPERATIONAL,0.612530948610643
VELOX RESTRO CAFE,"Shahdara, Delhi",110053.0,restaurants,4.4,1095.0,0,1,1,0,0.0,5,OPERATIONAL,0.6137664268894936
Promenade - Indian Restaurant,"Shahdara, Delhi",110032.0,restaurants,4.1,272.0,0,1,1,1,3.0,7,OPERATIONAL,0.6669136492163256
Vinayak Restaurant,"Shahdara, Delhi",110093.0,restaurants,3.7,1968.0,0,0,1,1,2.0,7,OPERATIONAL,0.5180548990907448
DineTown restro & Cafe.,"Shahdara, Delhi",110053.0,restaurants,4.5,80.0,0,0,1,0,0.0,5,OPERATIONAL,0.3212908720502773
The Hunger House,"Shahdara, Delhi",110032.0,restaurants,4.3,80.0,0,0,1,0,0.0,5,OPERATIONAL,0.2868351377988355
Janta Eating House LLP,"Shahdara, Delhi",110032.0,restaurants,4.1,3718.0,0,0,1,1,1.0,9,OPERATIONAL,0.6632626463332304
Madras Cafe,"Shahdara, Delhi",110032.0,restaurants,4.1,893.0,0,0,1,1,1.0,6,OPERATIONAL,0.5106160591113809
Haldiram's - Unity One Mall CBD Shahdara,"Shahdara, Delhi",110032.0,restaurants,4.3,1192.0,0,1,1,1,2.0,4,OPERATIONAL,0.5958157242413309
Indus Flavour | Cross River Mall | Karkardooma,"Shahdara, Delhi",110032.0,restaurants,4.2,474.0,0,1,1,0,0.0,6,OPERATIONAL,0.5215142297736698
London Street Cafe,"Shahdara, Delhi",110032.0,cafes,4.6,3396.0,0,1,1,1,2.0,12,OPERATIONAL,0.7923200884720925
Bite N Brew Cafe,"Shahdara, Delhi",110093.0,cafes,4.7,277.0,0,1,1,0,0.0,4,OPERATIONAL,0.5341226487352806
Morbium Cafe,"Shahdara, Delhi",110032.0,cafes,4.2,126.0,0,1,1,0,0.0,4,OPERATIONAL,0.3315759469323483
Breakin' Brew,"Shahdara, Delhi",110092.0,cafes,4.7,3735.0,0,1,1,1,3.0,5,OPERATIONAL,0.776333835702016
Mint cafe,"Shahdara, Delhi",110032.0,cafes,4.3,79.0,0,0,1,0,0.0,7,OPERATIONAL,0.4356343494011077
Cafe Knosh,"Shahdara, Delhi",110032.0,cafes,4.3,690.0,0,1,1,0,0.0,11,OPERATIONAL,0.6677479710335196
Team Kitchen & Bar,"Shahdara, Delhi",110032.0,cafes,4.9,1122.0,0,1,1,0,0.0,9,OPERATIONAL,0.7450623480840063
Udaan The Cafe and Restro,"Shahdara, Delhi",110032.0,cafes,4.3,35.0,0,0,1,0,0.0,4,OPERATIONAL,0.2639880364576236
CHILL BRO,"Shahdara, Delhi",110032.0,cafes,4.8,20.0,0,0,1,0,0.0,4,OPERATIONAL,0.26392325887368384
Madras Cafe,"Shahdara, Delhi",110032.0,cafes,4.1,893.0,0,0,1,1,1.0,6,OPERATIONAL,0.48070749819932446
sky2266 Rooftop Cafe,"Shahdara, Delhi",110053.0,cafes,4.5,85.0,0,0,1,0,0.0,4,OPERATIONAL,0.31373578507975924
Bellywood Cafe,"Shahdara, Delhi",110032.0,cafes,5.0,19.0,0,0,1,0,0.0,9,OPERATIONAL,0.3876740573806434
The Pizza Cafe,"Shahdara, Delhi",110032.0,cafes,4.5,344.0,0,0,1,0,0.0,5,OPERATIONAL,0.5416454929312124
Fruze cafe and lounge,"Shahdara, Delhi",110032.0,cafes,4.9,27.0,0,0,0,0,0.0,5,OPERATIONAL,0.2707819415461202
The Vintage Cafe,"Shahdara, Delhi",110051.0,cafes,4.8,90.0,0,0,0,0,0.0,4,OPERATIONAL,0.3222790520012049
VELOX RESTRO CAFE,"Shahdara, Delhi",110053.0,cafes,4.4,1095.0,0,1,1,0,0.0,5,OPERATIONAL,0.5957920858977703
Cafe Wink,"Shahdara, Delhi",110092.0,cafes,4.3,9447.0,0,0,1,1,2.0,11,OPERATIONAL,0.6319539539802207
Delilah's Cafe,"Shahdara, Delhi",110092.0,cafes,4.2,374.0,0,0,1,0,0.0,4,OPERATIONAL,0.49700791725370796
Corner of Cravings,"Shahdara, Delhi",110032.0,cafes,4.9,67.0,0,0,1,0,0.0,5,OPERATIONAL,0.31632060455246636
Sardar Ji Cold Coffee,"Shahdara, Delhi",110032.0,cafes,4.9,51.0,0,0,1,0,0.0,7,OPERATIONAL,0.452679000276378
Looks Salon -Shahdara | Best Hair salon in Shahadra | Bride & Groom Makeup,"Shahdara, Delhi",110032.0,salons,4.7,292.0,0,1,1,0,0.0,9,OPERATIONAL,0.7342905629265333
Styland Salon & Academy,"Shahdara, Delhi",110032.0,salons,4.9,775.0,0,1,1,0,0.0,8,OPERATIONAL,0.7574826394745829
Cutzy salon,"Shahdara, Delhi",110032.0,salons,4.9,1152.0,0,0,1,0,0.0,12,OPERATIONAL,0.7360347878849786
The Game Of Fingers Salon & Academy,"Shahdara, Delhi",110032.0,salons,4.9,133.0,0,1,1,0,0.0,6,OPERATIONAL,0.4889883198753257
Styling station,"Shahdara, Delhi",110051.0,salons,4.8,436.0,0,1,1,0,0.0,4,OPERATIONAL,0.5519963165214679
Blade Unisex Salon.,"Shahdara, Delhi",110032.0,salons,4.1,286.0,0,1,1,0,0.0,13,OPERATIONAL,0.7176972097751575
M.Z. unisex salon,"Shahdara, Delhi",110032.0,salons,4.7,130.0,0,0,1,0,0.0,4,OPERATIONAL,0.40292573641745044
Dream Makeover Salon and Academy,"Shahdara, Delhi",110032.0,salons,4.8,256.0,0,0,1,0,0.0,11,OPERATIONAL,0.6726898361397902
Modern Unisex Luxury Salon - Best Luxury Salon In Shahdara,"Shahdara, Delhi",110032.0,salons,4.9,23.0,0,1,0,0,0.0,4,OPERATIONAL,0.38893717467008415
Senora Beauty Salon,"Shahdara, Delhi",110032.0,salons,5.0,57.0,0,1,1,0,0.0,4,OPERATIONAL,0.406388389566972
Crafted salon|academy,"Shahdara, Delhi",110032.0,salons,4.9,55.0,0,0,1,0,0.0,4,OPERATIONAL,0.39767885814586157
Royal Era,"Shahdara, Delhi",110032.0,salons,4.5,196.0,0,0,1,0,0.0,5,OPERATIONAL,0.4950096845540632
Sakshi Beauty Parlour & Makeup Studio,"Shahdara, Delhi",110032.0,salons,4.7,238.0,0,0,0,0,0.0,5,OPERATIONAL,0.5068480369500981
Modern Era Salon,"Shahdara, Delhi",110032.0,salons,3.9,346.0,0,1,1,0,0.0,4,OPERATIONAL,0.3895292476887035
Beauty Players,"Shahdara, Delhi",110032.0,salons,4.8,279.0,0,0,1,0,0.0,8,OPERATIONAL,0.6870052927455961
Shagun Makeup Studio,"Shahdara, Delhi",110093.0,salons,4.9,259.0,0,1,1,0,0.0,7,OPERATIONAL,0.6850369461719694
Ritu Makeup Studio,"Shahdara, Delhi",110032.0,salons,4.9,112.0,0,1,1,0,0.0,4,OPERATIONAL,0.4514563262381347
Fresh Look By Jyoti Taneja,"Shahdara, Delhi",110032.0,salons,4.8,517.0,0,0,1,0,0.0,4,OPERATIONAL,0.5594600330829322
Chhavi Makeover,"Shahdara, Delhi",110032.0,salons,4.8,209.0,0,0,1,0,0.0,4,OPERATIONAL,0.49922763064924375
Styloria Unisex Salon & Academy - Naveen Shahdara,"Shahdara, Delhi",110032.0,salons,4.4,32.0,0,1,1,0,0.0,4,OPERATIONAL,0.332934307897774
Fitness Vibes Gym,"Shahdara, Delhi",110032.0,gyms,4.9,238.0,0,1,1,0,0.0,12,OPERATIONAL,0.6990711881807912
IMPACT GYM,"Shahdara, Delhi",110051.0,gyms,4.8,315.0,0,0,1,0,0.0,6,OPERATIONAL,0.4581794601097799
VM FITNESS SHAHDARA,"Shahdara, Delhi",110032.0,gyms,4.7,246.0,0,0,1,0,0.0,4,OPERATIONAL,0.4388469715082396
Divine Fitness,"Shahdara, Delhi",110032.0,gyms,4.9,86.0,0,0,1,0,0.0,5,OPERATIONAL,0.30113733049113844
"WTF Gym - Shahdara, New Delhi","Shahdara, Delhi",110093.0,gyms,4.6,24.0,0,1,0,0,0.0,5,OPERATIONAL,0.2507640360272625
The Wellness Club Gym Xpress,"Shahdara, Delhi",110032.0,gyms,4.6,166.0,0,0,0,0,0.0,6,OPERATIONAL,0.3379724803723765
FIT GENERATION GYM,"Shahdara, Delhi",110093.0,gyms,4.9,106.0,0,0,1,0,0.0,5,OPERATIONAL,0.3125109336378559
Delta Fitness Gym,"Shahdara, Delhi",110032.0,gyms,4.9,175.0,0,0,1,0,0.0,5,OPERATIONAL,0.3163391523815012
Club 4 gym,"Shahdara, Delhi",110032.0,gyms,4.3,216.0,0,0,1,0,0.0,5,OPERATIONAL,0.4078391101464724
TITANIUM GYM,"Shahdara, Delhi",110032.0,gyms,4.7,140.0,0,0,1,0,0.0,6,OPERATIONAL,0.34214503224168974
Team Iron Champs gym,"Shahdara, Delhi",110032.0,gyms,4.8,272.0,0,0,1,0,0.0,5,OPERATIONAL,0.429802219151227
PERMAFLY®,"Shahdara, Delhi",110032.0,gyms,4.9,949.0,0,1,1,0,0.0,8,OPERATIONAL,0.6399609503042168
F3 GYM,"Shahdara, Delhi",110053.0,gyms,4.8,464.0,0,0,1,0,0.0,8,OPERATIONAL,0.6024948123998217
MEGA ROCK FITNESS CLUB SHAHDARA DELHI,"Shahdara, Delhi",110032.0,gyms,4.6,27.0,0,0,1,0,0.0,6,OPERATIONAL,0.27475159813379607
Sparkus Fitness,"Shahdara, Delhi",110032.0,gyms,4.6,103.0,0,1,1,0,0.0,11,OPERATIONAL,0.5077789089140715
Anytime Flex Gym Spa & Cafe,"Shahdara, Delhi",110032.0,gyms,4.4,24.0,0,0,1,0,0.0,5,OPERATIONAL,0.23705217349247865
The max muscle gym,"Shahdara, Delhi",110032.0,gyms,4.7,26.0,0,0,0,0,0.0,5,OPERATIONAL,0.264363043924119
Refuel unisex gym : fuel up your fitness.,"Shahdara, Delhi",110032.0,gyms,4.8,183.0,0,1,1,0,0.0,5,OPERATIONAL,0.31782506737571503
M-FIT CLUB,"Shahdara, Delhi",110093.0,gyms,4.4,85.0,0,1,1,0,0.0,11,OPERATIONAL,0.5038528521167072
Fit8 gym,"Shahdara, Delhi",110032.0,gyms,5.0,32.0,0,0,1,0,0.0,6,OPERATIONAL,0.2955743132942926
Brand Station - Mens Wear Shop In Shahdara,"Shahdara, Delhi",110032.0,clothing stores,4.6,186.0,0,0,1,0,0.0,4,OPERATIONAL,0.441571504113267
Jain Skirt Wala,"Shahdara, Delhi",110032.0,clothing stores,4.6,103.0,0,0,1,0,0.0,5,OPERATIONAL,0.37322052196774047
PEHNAWA,"Shahdara, Delhi",110032.0,clothing stores,4.4,395.0,0,1,1,0,0.0,5,OPERATIONAL,0.6215909320330008
TRENDS,"Shahdara, Delhi",110032.0,clothing stores,4.0,1058.0,0,1,1,0,0.0,4,OPERATIONAL,0.5273309423714965
VIJAY MAHAJAN SELECTION,"Shahdara, Delhi",110032.0,clothing stores,4.2,470.0,0,1,1,0,0.0,5,OPERATIONAL,0.5988118935307984
Shadab Libas Mahal,"Shahdara, Delhi",110032.0,clothing stores,4.9,260.0,0,1,1,0,0.0,4,OPERATIONAL,0.5768796511429547
"OCTAVE - Durgapuri, Shahadara","Shahdara, Delhi",110093.0,clothing stores,4.9,526.0,0,0,1,0,0.0,4,OPERATIONAL,0.5854334592458886
Bindra Collection,"Shahdara, Delhi",110032.0,clothing stores,4.1,170.0,0,0,1,0,0.0,5,OPERATIONAL,0.36220165499878393
Uma Textiles,"Shahdara, Delhi",110093.0,clothing stores,4.5,102.0,0,1,1,0,0.0,4,OPERATIONAL,0.3905714942312195
VAN HEUSEN FACTORY OUTLET DURGAPURI,"Shahdara, Delhi",110032.0,clothing stores,4.8,122.0,0,0,1,0,0.0,4,OPERATIONAL,0.42402570142877294
"Pantaloons (CBD Mall Shahdara, New Delhi)","Shahdara, Delhi",110032.0,clothing stores,4.8,455.0,0,1,1,0,0.0,5,OPERATIONAL,0.619575594091401
ColorPlus,"Shahdara, Delhi",110032.0,clothing stores,5.0,85.0,0,1,1,0,0.0,6,OPERATIONAL,0.3910308935714482
Fancy Family Wear,"Shahdara, Delhi",110032.0,clothing stores,4.9,15.0,0,0,1,0,0.0,4,OPERATIONAL,0.31343098901033295
"Brand studio - Mens Wear, Ladies Wear, Foot Wear In Shahdara","Shahdara, Delhi",110032.0,clothing stores,4.7,52.0,0,0,1,0,0.0,5,OPERATIONAL,0.35598014261485494
Instyle Trends,"Shahdara, Delhi",110032.0,clothing stores,3.4,84.0,0,0,0,0,0.0,4,OPERATIONAL,0.26946734151380186
SPICE - A Fashion Bistro,"Shahdara, Delhi",110032.0,clothing stores,4.9,40.0,0,0,1,0,0.0,5,OPERATIONAL,0.36889095607999367
"Zudio - Kabir Nagar, Delhi","Shahdara, Delhi",110032.0,clothing stores,3.9,890.0,0,1,1,0,0.0,4,OPERATIONAL,0.5160323190161102
Jockey Exclusive Store Shahdara Final Destination,"Shahdara, Delhi",110032.0,clothing stores,4.7,125.0,0,0,1,0,0.0,5,OPERATIONAL,0.40198843336978596
Desi Libaas,"Shahdara, Delhi",110053.0,clothing stores,4.9,89.0,0,0,1,0,0.0,4,OPERATIONAL,0.3866092101281346
"Kiaasa - West Rohtash Nagar, Shahdara","Shahdara, Delhi",110032.0,clothing stores,4.8,99.0,0,1,1,0,0.0,5,OPERATIONAL,0.416521302405743
Reliance Smart Point,"Shahdara, Delhi",110032.0,grocery stores,3.9,1760.0,0,1,1,0,0.0,7,OPERATIONAL,0.6510553634277704
Vishal Mega Mart,"Shahdara, Delhi",110032.0,grocery stores,3.7,4318.0,0,1,1,0,0.0,10,OPERATIONAL,0.7479454032245036
NEW TARUN KIRYANA,"Shahdara, Delhi",110032.0,grocery stores,4.7,37.0,0,0,1,0,0.0,6,OPERATIONAL,0.3143290539935916
Reliance Fresh store,"Shahdara, Delhi",110053.0,grocery stores,4.0,1263.0,0,1,1,0,0.0,7,OPERATIONAL,0.65350510595708
Vishal Mega Mart,"Shahdara, Delhi",110032.0,grocery stores,3.8,603.0,0,1,1,0,0.0,8,OPERATIONAL,0.6142940806125959
SAVE MORE,"Shahdara, Delhi",110032.0,grocery stores,4.2,254.0,0,1,1,0,0.0,6,OPERATIONAL,0.49693375225104536
Mandoli Road Market,"Shahdara, Delhi",110032.0,grocery stores,4.1,843.0,0,0,0,0,0.0,3,OPERATIONAL,0.4665817394955288
Deepchand Sohanlal Anaj Wale,"Shahdara, Delhi",110032.0,grocery stores,4.4,138.0,0,0,1,0,0.0,6,OPERATIONAL,0.33958564196587104
Kia Bazaar,"Shahdara, Delhi",110032.0,grocery stores,4.4,395.0,0,1,1,0,0.0,14,OPERATIONAL,0.7526819456659929
Aman Grocery Store,"Shahdara, Delhi",110032.0,grocery stores,4.2,39.0,0,0,1,0,0.0,6,OPERATIONAL,0.2693001100093416
Easyday Club,"Shahdara, Delhi",110032.0,grocery stores,3.8,344.0,0,0,1,0,0.0,7,OPERATIONAL,0.5378172060917862
Videshwala 24x7,"Shahdara, Delhi",110094.0,grocery stores,4.2,108.0,0,1,1,0,0.0,7,OPERATIONAL,0.4731637706262639
Big Mart,"Shahdara, Delhi",110032.0,grocery stores,4.9,20.0,0,1,1,0,0.0,11,OPERATIONAL,0.4766816360073612
Jain One Supermart,"Shahdara, Delhi",110032.0,grocery stores,4.2,9.0,0,0,1,0,0.0,8,OPERATIONAL,0.33320899413613203
SUPER STORE,"Shahdara, Delhi",110032.0,grocery stores,4.2,48.0,0,0,1,0,0.0,6,OPERATIONAL,0.2736566306940339
DELHI BACHAT BAZAAR,"Shahdara, Delhi",110032.0,grocery stores,4.7,18.0,0,0,0,0,0.0,8,OPERATIONAL,0.35512958070129275
Foodmart departmental & grocery store,"Shahdara, Delhi",110053.0,grocery stores,4.4,69.0,0,0,0,0,0.0,6,OPERATIONAL,0.2957918406321077
Smart Point,"Shahdara, Delhi",110032.0,grocery stores,3.8,93.0,0,1,0,0,0.0,7,OPERATIONAL,0.5180126603203424
Jain store - Best Grocery shop in shahdara,"Shahdara, Delhi",110032.0,grocery stores,4.6,20.0,0,0,1,0,0.0,7,OPERATIONAL,0.35426634112506045
"Cross River Mall, Shahdara","Shahdara, Delhi",110032.0,grocery stores,3.8,21618.0,1,1,0,0,0.0,3,OPERATIONAL,0.4889707734831871
Electronic Paradise - Kanti Nagar,"Shahdara, Delhi",110032.0,electronics shops,4.7,405.0,0,0,1,0,0.0,4,OPERATIONAL,0.5922198014207645
Unique Electronics,"Shahdara, Delhi",110032.0,electronics shops,4.7,616.0,0,1,1,0,0.0,6,OPERATIONAL,0.6894601202040769
Gupta Electro World(Formerly Gupta Electronics),"Shahdara, Delhi",110032.0,electronics shops,3.5,121.0,0,0,1,0,0.0,4,OPERATIONAL,0.2865309650010109
"Bhagwan Electronics - Watch Shop, Sewing Machine and Home Appliances in Shahdara","Shahdara, Delhi",110032.0,electronics shops,4.3,137.0,0,0,1,0,0.0,4,OPERATIONAL,0.3709366705369126
VIJAY SALES - DURGAPURI,"Shahdara, Delhi",110093.0,electronics shops,4.5,820.0,0,1,1,0,0.0,4,OPERATIONAL,0.6853285210201314
Jain Electronics,"Shahdara, Delhi",110032.0,electronics shops,4.1,210.0,0,0,1,0,0.0,4,OPERATIONAL,0.43949715510950427
LG Best Shop (RYS Enterprises),"Shahdara, Delhi",110032.0,electronics shops,4.4,163.0,0,1,1,0,0.0,5,OPERATIONAL,0.3833690976584183
